Player,Role,Amount,Team,Year,Player Origin,Player Age,Country,y14,y15,y16,y17,y18,y19,y20,y21,y22,fcode
Abdul Samad,All-Rounder,2000000,Sunrisers Hyderabad,2020.0,Indian,19.0,IND,0,0,0,0,0,0,1,0,0,0
Abhijeet Tomar,Batsman,4000000,Kolkata Knight Riders,2022.0,Indian,27.0,IND,0,0,0,0,0,0,0,0,1,1
Abhimanyu Mithun,Bowler,3000000,Mumbai Indians,2015.0,Indian,26.0,IND,0,1,0,0,0,0,0,0,0,2
Abhimanyu Mithun,Bowler,3000000,Sunrisers Hyderabad,2016.0,Indian,27.0,IND,0,0,1,0,0,0,0,0,0,2
Abhishek Sharma,All-Rounder,5500000,Delhi Daredevils,2018.0,Indian,24.0,IND,0,0,0,0,1,0,0,0,0,3
Abhishek Sharma,All-Rounder,65000000,Sunrisers Hyderabad,2022.0,Indian,28.0,IND,0,0,0,0,0,0,0,0,1,3
Aditya Garhwal,All-Rounder,2500000,Kolkata Knight Riders,2015.0,Indian,19.0,IND,0,1,0,0,0,0,0,0,0,4
Aditya Tare,Wicket Keeper,16000000,Mumbai Indians,2014.0,Indian,27.0,IND,1,0,0,0,0,0,0,0,0,5
Aditya Tare,Wicket Keeper,12000000,Sunrisers Hyderabad,2016.0,Indian,29.0,IND,0,0,1,0,0,0,0,0,0,5
Aditya Tare,Wicket Keeper,2500000,Delhi Daredevils,2017.0,Indian,30.0,IND,0,0,0,1,0,0,0,0,0,5
Aditya Tare,Wicket Keeper,2000000,Mumbai Indians,2018.0,Indian,31.0,IND,0,0,0,0,1,0,0,0,0,5
Agnivesh Ayachi,All-Rounder,2000000,Kings XI Punjab,2019.0,Indian,24.0,IND,0,0,0,0,0,1,0,0,0,6
Ajinkya Rahane,Batsman,40000000,Rajasthan Royals,2018.0,Indian,30.0,IND,0,0,0,0,1,0,0,0,0,7
Ajinkya Rahane,Batsman,10000000,Kolkata Knight Riders,2022.0,Indian,34.0,IND,0,0,0,0,0,0,0,0,1,7
Akash Deep,Bowler,2000000,Royal Challengers Bangalore,2022.0,Indian,26.0,IND,0,0,0,0,0,0,0,0,1,8
Akshay Karnewar,All-Rounder,1000000,Royal Challengers Bangalore,2016.0,Indian,24.0,IND,0,0,1,0,0,0,0,0,0,9
Akshay Wakhare,Bowler,1000000,Mumbai Indians,2015.0,Indian,30.0,IND,0,1,0,0,0,0,0,0,0,10
Akshdeep Nath,All-Rounder,1000000,Gujarat Lions,2016.0,Indian,23.0,IND,0,0,1,0,0,0,0,0,0,11
Akshdeep Nath,All-Rounder,1000000,Gujarat Lions,2017.0,Indian,24.0,IND,0,0,0,1,0,0,0,0,0,11
Akshdeep Nath,All-Rounder,10000000,Kings XI Punjab,2018.0,Indian,25.0,IND,0,0,0,0,1,0,0,0,0,11
Akshdeep Nath,All-Rounder,36000000,Royal Challengers Bangalore,2019.0,Indian,26.0,IND,0,0,0,0,0,1,0,0,0,11
Ambati Rayudu,Wicket Keeper,22000000,Chennai Super Kings,2018.0,Indian,33.0,IND,0,0,0,0,1,0,0,0,0,12
Ambati Rayudu,Wicket Keeper,67500000,Chennai Super Kings,2022.0,Indian,37.0,IND,0,0,0,0,0,0,0,0,1,12
Amit Mishra,Bowler,1000000,Rajasthan Royals,2014.0,Indian,26.0,IND,1,0,0,0,0,0,0,0,0,13
Amit Mishra,Bowler,35000000,Delhi Daredevils,2015.0,Indian,27.0,IND,0,1,0,0,0,0,0,0,0,13
Amit Mishra,Bowler,1000000,Gujarat Lions,2016.0,Indian,28.0,IND,0,0,1,0,0,0,0,0,0,13
Amit Mishra,Bowler,40000000,Delhi Daredevils,2018.0,Indian,30.0,IND,0,0,0,0,1,0,0,0,0,13
Amit Paunikar,Wicket Keeper,2000000,Sunrisers Hyderabad,2014.0,Indian,26.0,IND,1,0,0,0,0,0,0,0,0,14
Aniket Choudhary,Bowler,20000000,Royal Challengers Bangalore,2017.0,Indian,27.0,IND,0,0,0,1,0,0,0,0,0,15
Aniket Choudhary,Bowler,3000000,Royal Challengers Bangalore,2018.0,Indian,28.0,IND,0,0,0,0,1,0,0,0,0,15
Ankit Sharma,All-Rounder,1000000,Rising Pune Supergiant,2016.0,Indian,25.0,IND,0,0,1,0,0,0,0,0,0,16
Ankit Sharma,All-Rounder,2000000,Rajasthan Royals,2018.0,Indian,27.0,IND,0,0,0,0,1,0,0,0,0,16
Ankit Singh Rajpoot,Bowler,15000000,Kolkata Knight Riders,2016.0,Indian,23.0,IND,0,0,1,0,0,0,0,0,0,17
Ankit Singh Rajpoot,Bowler,30000000,Kings XI Punjab,2018.0,Indian,25.0,IND,0,0,0,0,1,0,0,0,0,17
Ankit Singh Rajpoot,Bowler,5000000,Lucknow Super Giants,2022.0,Indian,29.0,IND,0,0,0,0,0,0,0,0,1,17
Ankush Bains,Wicket Keeper,1000000,Rajasthan Royals,2014.0,Indian,19.0,IND,1,0,0,0,0,0,0,0,0,18
Ankush Bains,Wicket Keeper,1000000,Chennai Super Kings,2015.0,Indian,20.0,IND,0,1,0,0,0,0,0,0,0,18
Ankush Bains,Wicket Keeper,1000000,Rising Pune Supergiant,2016.0,Indian,21.0,IND,0,0,1,0,0,0,0,0,0,18
Ankush Bains,Wicket Keeper,2000000,Delhi Capitals,2019.0,Indian,24.0,IND,0,0,0,0,0,1,0,0,0,18
Anmolpreet Singh,Batsman,8000000,Mumbai Indians,2019.0,Indian,21.0,IND,0,0,0,0,0,1,0,0,0,19
Anmolpreet Singh,Batsman,2000000,Mumbai Indians,2022.0,Indian,24.0,IND,0,0,0,0,0,0,0,0,1,19
Ansh Patel,All-Rounder,2000000,Punjab Kings,2022.0,Indian,20.0,IND,0,0,0,0,0,0,0,0,1,20
Anuj Rawat,Wicket Keeper,8000000,Rajasthan Royals,2020.0,Indian,21.0,IND,0,0,0,0,0,0,1,0,0,21
Anuj Rawat,Wicket Keeper,34000000,Royal Challengers Bangalore,2022.0,Indian,23.0,IND,0,0,0,0,0,0,0,0,1,21
Anukul Roy,All-Rounder,2000000,Mumbai Indians,2018.0,Indian,20.0,IND,0,0,0,0,1,0,0,0,0,22
Anukul Roy,All-Rounder,2000000,Kolkata Knight Riders,2022.0,Indian,24.0,IND,0,0,0,0,0,0,0,0,1,22
Anureet Singh,Bowler,2000000,Kings XI Punjab,2014.0,Indian,26.0,IND,1,0,0,0,0,0,0,0,0,23
Anureet Singh,Bowler,3000000,Rajasthan Royals,2018.0,Indian,30.0,IND,0,0,0,0,1,0,0,0,0,23
Arjun Tendulkar,All-Rounder,2000000,Mumbai Indians,2021.0,Indian,22.0,IND,0,0,0,0,0,0,0,1,0,24
Arjun Tendulkar,All-Rounder,3000000,Mumbai Indians,2022.0,Indian,23.0,IND,0,0,0,0,0,0,0,0,1,24
Arshdeep Singh,Bowler,2000000,Kings XI Punjab,2019.0,Indian,20.0,IND,0,0,0,0,0,1,0,0,0,25
Aryan Juyal,Wicket Keeper,2000000,Mumbai Indians,2022.0,Indian,21.0,IND,0,0,0,0,0,0,0,0,1,26
Ashish Nehra,Bowler,20000000,Chennai Super Kings,2014.0,Indian,35.0,IND,1,0,0,0,0,0,0,0,0,27
Ashish Nehra,Bowler,55000000,Sunrisers Hyderabad,2016.0,Indian,37.0,IND,0,0,1,0,0,0,0,0,0,27
Ashish Reddy,Bowler,2000000,Sunrisers Hyderabad,2014.0,Indian,23.0,IND,1,0,0,0,0,0,0,0,0,28
Ashok Dinda,Bowler,15000000,Royal Challengers Bangalore,2014.0,Indian,30.0,IND,1,0,0,0,0,0,0,0,0,29
Ashok Dinda,Bowler,5000000,Rising Pune Supergiant,2016.0,Indian,32.0,IND,0,0,1,0,0,0,0,0,0,29
Avesh Khan,Bowler,7000000,Delhi Daredevils,2018.0,Indian,22.0,IND,0,0,0,0,1,0,0,0,0,30
Avesh Khan,Bowler,100000000,Lucknow Super Giants,2022.0,Indian,26.0,IND,0,0,0,0,0,0,0,0,1,30
Ayush Badoni,All-Rounder,2000000,Lucknow Super Giants,2022.0,Indian,23.0,IND,0,0,0,0,0,0,0,0,1,31
Baba Aparajith,Batsman,1000000,Chennai Super Kings,2014.0,Indian,20.0,IND,1,0,0,0,0,0,0,0,0,32
Baba Aparajith,All-Rounder,1000000,Rising Pune Supergiant,2016.0,Indian,22.0,IND,0,0,1,0,0,0,0,0,0,32
Baba Indrajith,Wicket Keeper,2000000,Kolkata Knight Riders,2022.0,Indian,28.0,IND,0,0,0,0,0,0,0,0,1,33
Baltej Dhanda,Bowler,2000000,Punjab Kings,2022.0,Indian,32.0,IND,0,0,0,0,0,0,0,0,1,34
Basil Thampi,Bowler,8500000,Gujarat Lions,2017.0,Indian,24.0,IND,0,0,0,1,0,0,0,0,0,35
Basil Thampi,Bowler,9500000,Sunrisers Hyderabad,2018.0,Indian,25.0,IND,0,0,0,0,1,0,0,0,0,35
Basil Thampi,Bowler,3000000,Mumbai Indians,2022.0,Indian,29.0,IND,0,0,0,0,0,0,0,0,1,35
Bhuvneshwar Kumar,Bowler,42500000,Sunrisers Hyderabad,2014.0,Overseas,24.0,IND,1,0,0,0,0,0,0,0,0,36
Bhuvneshwar Kumar,Bowler,42000000,Sunrisers Hyderabad,2022.0,Indian,32.0,IND,0,0,0,0,0,0,0,0,1,36
Bipul Sharma,All-Rounder,2000000,Sunrisers Hyderabad,2018.0,Indian,35.0,IND,0,0,0,0,1,0,0,0,0,37
C.Hari Nishaanth,Batsman,2000000,Chennai Super Kings,2022.0,Indian,26.0,IND,0,0,0,0,0,0,0,0,1,38
Chaitanya Bishnoi,All-Rounder,2000000,Chennai Super Kings,2018.0,Indian,24.0,IND,0,0,0,0,1,0,0,0,0,39
Chama Milind,Bowler,1000000,Sunrisers Hyderabad,2014.0,Indian,20.0,IND,1,0,0,0,0,0,0,0,0,40
Chama Milind,Bowler,1000000,Delhi Daredevils,2016.0,Indian,22.0,IND,0,0,1,0,0,0,0,0,0,40
Chama Milind,Bowler,2500000,Royal Challengers Bangalore,2022.0,Indian,28.0,IND,0,0,0,0,0,0,0,0,1,40
Chetan Sakariya,Bowler,12000000,Rajasthan Royals,2021.0,Indian,23.0,IND,0,0,0,0,0,0,0,1,0,41
Chetan Sakariya,Bowler,42000000,Delhi Capitals,2022.0,Indian,24.0,IND,0,0,0,0,0,0,0,0,1,41
Cheteshwar Pujara,Batsman,19000000,Kings XI Punjab,2014.0,Indian,26.0,IND,1,0,0,0,0,0,0,0,0,42
Cheteshwar Pujara,Batsman,5000000,Chennai Super Kings,2021.0,Indian,33.0,IND,0,0,0,0,0,0,0,1,0,42
Darshan Nalkande,All-Rounder,3000000,Kings XI Punjab,2019.0,Indian,21.0,IND,0,0,0,0,0,1,0,0,0,43
Darshan Nalkande,All-Rounder,2000000,Gujarat Titans,2022.0,Indian,24.0,IND,0,0,0,0,0,0,0,0,1,43
Debabrata Das,Wicket Keeper,2000000,Kolkata Knight Riders,2014.0,Indian,28.0,IND,1,0,0,0,0,0,0,0,0,44
Deepak Chahar,All-Rounder,1000000,Rising Pune Supergiant,2016.0,Indian,24.0,IND,0,0,1,0,0,0,0,0,0,45
Deepak Chahar,All-Rounder,8000000,Chennai Super Kings,2018.0,Indian,26.0,IND,0,0,0,0,1,0,0,0,0,45
Deepak Chahar,Bowler,140000000,Chennai Super Kings,2022.0,Indian,30.0,IND,0,0,0,0,0,0,0,0,1,45
Deepak Hooda,Bowler,4000000,Rajasthan Royals,2014.0,Indian,19.0,IND,1,0,0,0,0,0,0,0,0,46
Deepak Hooda,All-Rounder,42000000,Sunrisers Hyderabad,2016.0,Indian,21.0,IND,0,0,1,0,0,0,0,0,0,46
Deepak Hooda,All-Rounder,36000000,Sunrisers Hyderabad,2018.0,Indian,23.0,IND,0,0,0,0,1,0,0,0,0,46
Deepak Hooda,All-Rounder,5000000,Kings XI Punjab,2020.0,Indian,25.0,IND,0,0,0,0,0,0,1,0,0,46
Deepak Hooda,All-Rounder,57500000,Lucknow Super Giants,2022.0,Indian,27.0,IND,0,0,0,0,0,0,0,0,1,46
Deepak Punia,All-Rounder,1000000,Mumbai Indians,2016.0,Indian,23.0,IND,0,0,1,0,0,0,0,0,0,47
Devdutt Padikkal,Batsman,2000000,Royal Challengers Bangalore,2019.0,Indian,19.0,IND,0,0,0,0,0,1,0,0,0,48
Devdutt Padikkal,Batsman,77500000,Rajasthan Royals,2022.0,Indian,22.0,IND,0,0,0,0,0,0,0,0,1,48
Dhawal Kulkarni,Bowler,11000000,Rajasthan Royals,2014.0,Indian,26.0,IND,1,0,0,0,0,0,0,0,0,49
Dhawal Kulkarni,Bowler,20000000,Gujarat Lions,2016.0,Indian,28.0,IND,0,0,1,0,0,0,0,0,0,49
Dhawal Kulkarni,Bowler,7500000,Rajasthan Royals,2018.0,Indian,30.0,IND,0,0,0,0,1,0,0,0,0,49
Dhruv Jurel,Wicket Keeper,2000000,Rajasthan Royals,2022.0,Indian,21.0,IND,0,0,0,0,0,0,0,0,1,50
Dhruv Shorey,All-Rounder,2000000,Chennai Super Kings,2018.0,Indian,26.0,IND,0,0,0,0,1,0,0,0,0,51
Digvijay Deshmukh,All-Rounder,2000000,Mumbai Indians,2020.0,Indian,22.0,IND,0,0,0,0,0,0,1,0,0,52
Dinesh Karthik,Wicket Keeper,125000000,Delhi Daredevils,2014.0,Indian,29.0,IND,1,0,0,0,0,0,0,0,0,53
Dinesh Karthik,Wicket Keeper,105000000,Royal Challengers Bangalore,2015.0,Indian,30.0,IND,0,1,0,0,0,0,0,0,0,53
Dinesh Karthik,Wicket Keeper,23000000,Gujarat Lions,2016.0,Indian,31.0,IND,0,0,1,0,0,0,0,0,0,53
Dinesh Karthik,Wicket Keeper,74000000,Kolkata Knight Riders,2018.0,Indian,33.0,IND,0,0,0,0,1,0,0,0,0,53
Dinesh Karthik,Wicket Keeper,55000000,Royal Challengers Bangalore,2022.0,Indian,37.0,IND,0,0,0,0,0,0,0,0,1,53
Eklavya Dwivedi,Wicket Keeper,1000000,Chennai Super Kings,2015.0,Indian,27.0,IND,0,1,0,0,0,0,0,0,0,54
Eklavya Dwivedi,Wicket Keeper,10000000,Gujarat Lions,2016.0,Indian,28.0,IND,0,0,1,0,0,0,0,0,0,54
Eklavya Dwivedi,Wicket Keeper,7500000,Sunrisers Hyderabad,2017.0,Indian,29.0,IND,0,0,0,1,0,0,0,0,0,54
Gautam Gambhir,Batsman,28000000,Delhi Daredevils,2018.0,Indian,37.0,IND,0,0,0,0,1,0,0,0,0,55
Hanuma Vihari,Batsman,1000000,Sunrisers Hyderabad,2015.0,Indian,22.0,IND,0,1,0,0,0,0,0,0,0,56
Hanuma Vihari,Batsman,20000000,Delhi Capitals,2019.0,Indian,26.0,IND,0,0,0,0,0,1,0,0,0,56
Harbhajan Singh,Bowler,20000000,Chennai Super Kings,2018.0,Indian,38.0,IND,0,0,0,0,1,0,0,0,0,57
Harbhajan Singh,Bowler,20000000,Kolkata Knight Riders,2021.0,Indian,41.0,IND,0,0,0,0,0,0,0,1,0,57
Hardik Pandya,All-Rounder,1000000,Mumbai Indians,2015.0,Indian,22.0,IND,0,1,0,0,0,0,0,0,0,58
Harpreet Brar,All-Rounder,2000000,Kings XI Punjab,2019.0,Indian,24.0,IND,0,0,0,0,0,1,0,0,0,59
Harpreet Brar,All-Rounder,38000000,Punjab Kings,2022.0,Indian,27.0,IND,0,0,0,0,0,0,0,0,1,59
Harshal Patel,Bowler,4000000,Royal Challengers Bangalore,2014.0,Indian,24.0,IND,1,0,0,0,0,0,0,0,0,60
Harshal Patel,All-Rounder,2000000,Delhi Daredevils,2018.0,Indian,28.0,IND,0,0,0,0,1,0,0,0,0,60
Harshal Patel,All-Rounder,107500000,Royal Challengers Bangalore,2022.0,Indian,32.0,IND,0,0,0,0,0,0,0,0,1,60
Himmat Singh,Batsman,6500000,Royal Challengers Bangalore,2019.0,Indian,23.0,IND,0,0,0,0,0,1,0,0,0,61
HS Sharath,Bowler,1000000,Delhi Daredevils,2014.0,Indian,21.0,IND,1,0,0,0,0,0,0,0,0,62
Irfan Pathan,All-Rounder,24000000,Sunrisers Hyderabad,2014.0,Indian,30.0,IND,1,0,0,0,0,0,0,0,0,63
Irfan Pathan,All-Rounder,15000000,Chennai Super Kings,2015.0,Indian,31.0,IND,0,1,0,0,0,0,0,0,0,63
Irfan Pathan,All-Rounder,10000000,Rising Pune Supergiant,2016.0,Indian,32.0,IND,0,0,1,0,0,0,0,0,0,63
Ishan Kishan,Wicket Keeper,3500000,Gujarat Lions,2016.0,Indian,18.0,IND,0,0,1,0,0,0,0,0,0,64
Ishan Kishan,Wicket Keeper,62000000,Mumbai Indians,2018.0,Indian,20.0,IND,0,0,0,0,1,0,0,0,0,64
Ishan Kishan,Wicket Keeper,152500000,Mumbai Indians,2022.0,Indian,24.0,IND,0,0,0,0,0,0,0,0,1,64
Ishan Porel,Bowler,2500000,Punjab Kings,2022.0,Indian,24.0,IND,0,0,0,0,0,0,0,0,1,65
Ishank Jaggi,Batsman,1000000,Kolkata Knight Riders,2017.0,Indian,28.0,IND,0,0,0,1,0,0,0,0,0,66
Ishank Jaggi,Batsman,2000000,Kolkata Knight Riders,2018.0,Indian,29.0,IND,0,0,0,0,1,0,0,0,0,66
Ishant Sharma,Bowler,26000000,Sunrisers Hyderabad,2014.0,Indian,26.0,IND,1,0,0,0,0,0,0,0,0,67
Ishant Sharma,Bowler,38000000,Rising Pune Supergiant,2016.0,Indian,28.0,IND,0,0,1,0,0,0,0,0,0,67
Jagadeesha Suchith,Bowler,2000000,Sunrisers Hyderabad,2022.0,Indian,28.0,IND,0,0,0,0,0,0,0,0,1,68
Jalaj Saxena,All-Rounder,9000000,Mumbai Indians,2014.0,Indian,28.0,IND,1,0,0,0,0,0,0,0,0,69
Jalaj Saxena,All-Rounder,1000000,Royal Challengers Bangalore,2015.0,Indian,29.0,IND,0,1,0,0,0,0,0,0,0,69
Jalaj Saxena,All-Rounder,2000000,Delhi Capitals,2019.0,Indian,33.0,IND,0,0,0,0,0,1,0,0,0,69
Jalaj Saxena,All-Rounder,3000000,Punjab Kings,2021.0,Indian,35.0,IND,0,0,0,0,0,0,0,1,0,69
Jasprit Bumrah,Bowler,12000000,Mumbai Indians,2014.0,Indian,21.0,IND,1,0,0,0,0,0,0,0,0,70
Jayant Yadav,All-Rounder,1000000,Delhi Daredevils,2014.0,Indian,24.0,IND,1,0,0,0,0,0,0,0,0,71
Jayant Yadav,All-Rounder,5000000,Delhi Daredevils,2018.0,Indian,28.0,IND,0,0,0,0,1,0,0,0,0,71
Jayant Yadav,All-Rounder,17000000,Gujarat Titans,2022.0,Indian,32.0,IND,0,0,0,0,0,0,0,0,1,71
Jaydev Shah,All-Rounder,2000000,Gujarat Lions,2016.0,Indian,33.0,IND,0,0,1,0,0,0,0,0,0,72
Jaydev Unadkat,Bowler,39375000,Royal Challengers Bangalore,2013.0,Indian,22.0,IND,0,0,0,0,0,0,0,0,0,73
Jaydev Unadkat,Bowler,28000000,Delhi Daredevils,2014.0,Indian,23.0,IND,1,0,0,0,0,0,0,0,0,73
Jaydev Unadkat,Bowler,11000000,Delhi Daredevils,2015.0,Indian,24.0,IND,0,1,0,0,0,0,0,0,0,73
Jaydev Unadkat,Bowler,16000000,Kolkata Knight Riders,2016.0,Indian,25.0,IND,0,0,1,0,0,0,0,0,0,73
Jaydev Unadkat,Bowler,3000000,Rising Pune Supergiant,2017.0,Indian,26.0,IND,0,0,0,1,0,0,0,0,0,73
Jaydev Unadkat,Bowler,115000000,Rajasthan Royals,2018.0,Indian,27.0,IND,0,0,0,0,1,0,0,0,0,73
Jaydev Unadkat,Bowler,84000000,Rajasthan Royals,2019.0,Indian,28.0,IND,0,0,0,0,0,1,0,0,0,73
Jaydev Unadkat,Bowler,30000000,Rajasthan Royals,2020.0,Indian,29.0,IND,0,0,0,0,0,0,1,0,0,73
Jaydev Unadkat,Bowler,13000000,Mumbai Indians,2022.0,Indian,31.0,IND,0,0,0,0,0,0,0,0,1,73
Jitesh Sharma,Wicket Keeper,1000000,Mumbai Indians,2016.0,Indian,23.0,IND,0,0,1,0,0,0,0,0,0,74
Jitesh Sharma,Wicket Keeper,2000000,Punjab Kings,2022.0,Indian,29.0,IND,0,0,0,0,0,0,0,0,1,74
K.Bhagath Varma,All-Rounder,2000000,Chennai Super Kings,2021.0,Indian,23.0,IND,0,0,0,0,0,0,0,1,0,75
K.Bhagath Varma,All-Rounder,2000000,Chennai Super Kings,2022.0,Indian,24.0,IND,0,0,0,0,0,0,0,0,1,75
K.C Cariappa,Bowler,2000000,Rajasthan Royals,2021.0,Indian,27.0,IND,0,0,0,0,0,0,0,1,0,76
Kamlesh Nagarkoti,All-Rounder,32000000,Kolkata Knight Riders,2018.0,Indian,19.0,IND,0,0,0,0,1,0,0,0,0,77
Kamlesh Nagarkoti,All-Rounder,11000000,Delhi Capitals,2022.0,Indian,23.0,IND,0,0,0,0,0,0,0,0,1,77
Kanishk Seth,All-Rounder,2000000,Chennai Super Kings,2018.0,Indian,21.0,IND,0,0,0,0,1,0,0,0,0,78
Karan Sharma,All-Rounder,2000000,Lucknow Super Giants,2022.0,Indian,24.0,IND,0,0,0,0,0,0,0,0,1,79
Karanveer Singh,All-Rounder,1000000,Kings XI Punjab,2014.0,Indian,27.0,IND,1,0,0,0,0,0,0,0,0,80
Karn Sharma,Bowler,37500000,Sunrisers Hyderabad,2014.0,Indian,27.0,IND,1,0,0,0,0,0,0,0,0,81
Karn Sharma,All-Rounder,32000000,Mumbai Indians,2017.0,Indian,30.0,IND,0,0,0,1,0,0,0,0,0,81
Karn Sharma,Bowler,50000000,Chennai Super Kings,2018.0,Indian,31.0,IND,0,0,0,0,1,0,0,0,0,81
Karn Sharma,Bowler,5000000,Royal Challengers Bangalore,2022.0,Indian,35.0,IND,0,0,0,0,0,0,0,0,1,81
Kartik Tyagi,Bowler,13000000,Rajasthan Royals,2020.0,Indian,20.0,IND,0,0,0,0,0,0,1,0,0,82
Kartik Tyagi,Bowler,40000000,Sunrisers Hyderabad,2022.0,Indian,22.0,IND,0,0,0,0,0,0,0,0,1,82
Karun Nair,Batsman,7500000,Rajasthan Royals,2014.0,Indian,23.0,IND,1,0,0,0,0,0,0,0,0,83
Karun Nair,Batsman,40000000,Delhi Daredevils,2016.0,Indian,25.0,IND,0,0,1,0,0,0,0,0,0,83
Karun Nair,Batsman,56000000,Kings XI Punjab,2018.0,Indian,27.0,IND,0,0,0,0,1,0,0,0,0,83
Karun Nair,Batsman,5000000,Kolkata Knight Riders,2021.0,Indian,30.0,IND,0,0,0,0,0,0,0,1,0,83
Karun Nair,Batsman,14000000,Rajasthan Royals,2022.0,Indian,31.0,IND,0,0,0,0,0,0,0,0,1,83
Kedar Jadhav,Batsman,20000000,Delhi Daredevils,2014.0,Indian,29.0,IND,1,0,0,0,0,0,0,0,0,84
Kedar Jadhav,All-Rounder,78000000,Chennai Super Kings,2018.0,Indian,33.0,IND,0,0,0,0,1,0,0,0,0,84
Kedar Jadhav,All-Rounder,20000000,Sunrisers Hyderabad,2021.0,Indian,36.0,IND,0,0,0,0,0,0,0,1,0,84
Krunal Pandya,All-Rounder,20000000,Mumbai Indians,2016.0,Indian,25.0,IND,0,0,1,0,0,0,0,0,0,85
Krunal Pandya,All-Rounder,88000000,Mumbai Indians,2018.0,Indian,27.0,IND,0,0,0,0,1,0,0,0,0,85
Krunal Pandya,All-Rounder,82500000,Lucknow Super Giants,2022.0,Indian,31.0,IND,0,0,0,0,0,0,0,0,1,85
Kshitiz Sharma,All-Rounder,2000000,Chennai Super Kings,2018.0,Indian,28.0,IND,0,0,0,0,1,0,0,0,0,86
Kuldeep Sen,Bowler,2000000,Rajasthan Royals,2022.0,Indian,26.0,IND,0,0,0,0,0,0,0,0,1,87
Kuldeep Yadav,Bowler,4000000,Kolkata Knight Riders,2014.0,Indian,20.0,IND,1,0,0,0,0,0,0,0,0,88
Kuldeep Yadav,Bowler,58000000,Kolkata Knight Riders,2018.0,Indian,24.0,IND,0,0,0,0,1,0,0,0,0,88
Kuldeep Yadav,Bowler,20000000,Delhi Capitals,2022.0,Indian,28.0,IND,0,0,0,0,0,0,0,0,1,88
Kuldip Yadav,Bowler,2000000,Rajasthan Royals,2021.0,Indian,25.0,IND,0,0,0,0,0,0,0,1,0,89
Kuldip Yadav,Bowler,2000000,Rajasthan Royals,2022.0,Indian,26.0,IND,0,0,0,0,0,0,0,0,1,89
Kulwant Khejroliya,Bowler,1000000,Mumbai Indians,2017.0,Indian,25.0,IND,0,0,0,1,0,0,0,0,0,90
Lalit Yadav,All-Rounder,2000000,Delhi Capitals,2020.0,Indian,25.0,IND,0,0,0,0,0,0,1,0,0,91
Lalit Yadav,All-Rounder,6500000,Delhi Capitals,2022.0,Indian,27.0,IND,0,0,0,0,0,0,0,0,1,91
M Siddharth,Bowler,2000000,Kolkata Knight Riders,2020.0,Indian,22.0,IND,0,0,0,0,0,0,1,0,0,92
M. Harisankar Reddy,Bowler,2000000,Chennai Super Kings,2021.0,Indian,23.0,IND,0,0,0,0,0,0,0,1,0,93
Mahipal Lomror,All-Rounder,1000000,Delhi Daredevils,2016.0,Indian,17.0,IND,0,0,1,0,0,0,0,0,0,94
Mahipal Lomror,All-Rounder,2000000,Rajasthan Royals,2018.0,Indian,19.0,IND,0,0,0,0,1,0,0,0,0,94
Manan Vohra,Batsman,11000000,Royal Challengers Bangalore,2018.0,Indian,25.0,IND,0,0,0,0,1,0,0,0,0,95
Manan Vohra,Batsman,2000000,Rajasthan Royals,2019.0,Indian,26.0,IND,0,0,0,0,0,1,0,0,0,95
Manish Pandey,Batsman,17000000,Kolkata Knight Riders,2014.0,Indian,25.0,IND,1,0,0,0,0,0,0,0,0,96
Manish Pandey,Batsman,110000000,Sunrisers Hyderabad,2018.0,Indian,29.0,IND,0,0,0,0,1,0,0,0,0,96
Manish Pandey,Batsman,46000000,Lucknow Super Giants,2022.0,Indian,33.0,IND,0,0,0,0,0,0,0,0,1,96
Manjot Kalra,Batsman,2000000,Delhi Daredevils,2018.0,Indian,19.0,IND,0,0,0,0,1,0,0,0,0,97
Manoj Tiwary,Batsman,28000000,Delhi Daredevils,2014.0,Indian,29.0,IND,1,0,0,0,0,0,0,0,0,98
